Season,TeamName,kenpom_adj_o,kenpom_adj_o_rank,kenpom_adj_d,kenpom_adj_d_rank,kenpom_rank,kenpom_luck,kenpom_adjem,TeamID
2017,Southeast Missouri St.,103.3,191,109.3,266,229,-0.038,-6.0,1369.0
2017,Southeastern Louisiana,97.8,293,103.8,162,230,-0.054000000000000006,-6.03,1368.0
2017,Central Michigan,111.6,56,117.6,345,231,0.053,-6.03,1141.0
2017,Columbia,101.1,234,107.3,225,232,-0.022000000000000002,-6.2,1162.0
2017,Western Kentucky,102.9,204,109.1,263,233,0.048,-6.2,1443.0
2017,Sam Houston St.,97.2,299,103.5,158,234,0.10099999999999999,-6.23,1358.0
2017,Charlotte,103.2,195,109.5,269,235,0.033,-6.28,1150.0
2017,Oral Roberts,104.4,171,110.7,293,236,-0.077,-6.3,1331.0
2017,South Alabama,98.9,272,105.3,186,237,0.012,-6.39,1375.0
2017,Tulane,102.6,209,109.0,258,238,-0.075,-6.42,1408.0
2017,Army,98.4,284,104.8,176,239,-0.063,-6.44,1119.0
2017,Little Rock,98.3,286,104.9,180,240,0.023,-6.61,1114.0
2017,Pacific,99.6,261,106.3,204,241,-0.003,-6.69,1334.0
2017,Montana St.,103.0,199,109.7,276,242,-0.025,-6.72,1286.0
2017,Cleveland St.,96.4,312,103.2,146,243,-0.09,-6.82,1156.0
2017,Portland St.,104.3,175,111.1,299,244,-0.057,-6.83,1340.0
2017,Illinois Chicago,100.9,239,107.8,232,245,-0.002,-6.93,1227.0
2017,Wagner,101.0,237,108.1,239,246,-0.024,-7.11,1447.0
2017,Drexel,102.9,205,110.1,285,247,-0.08900000000000001,-7.15,1180.0
2017,Bowling Green,100.1,254,107.3,223,248,0.01,-7.2,1132.0
2017,UNLV,98.2,288,105.4,190,249,-0.006999999999999999,-7.28,1424.0
2017,Kennesaw St.,102.7,207,110.0,282,250,0.0,-7.3,1244.0
2017,Loyola MD,98.7,278,106.0,197,251,0.079,-7.31,1259.0
2017,UTSA,95.1,324,102.6,126,252,0.016,-7.53,1427.0
2017,North Florida,101.9,223,109.4,268,253,0.025,-7.56,1316.0
2017,LIU Brooklyn,100.1,253,107.8,230,254,0.081,-7.64,1254.0
2017,St. Francis PA,102.1,219,110.0,284,255,-0.006999999999999999,-7.91,1384.0
2017,San Diego,100.2,250,108.3,244,256,0.057999999999999996,-8.1,1360.0
2017,Tennessee Tech,98.9,275,107.0,217,257,-0.057999999999999996,-8.12,1399.0
2017,Louisiana Monroe,98.4,285,106.5,210,258,-0.11599999999999999,-8.14,1419.0
2017,Niagara,101.3,231,109.4,267,259,-0.067,-8.14,1310.0
2017,Drake,103.0,197,111.2,300,260,-0.083,-8.2,1179.0
2017,Milwaukee,99.9,257,108.4,245,261,-0.023,-8.53,1454.0
2017,Cal St. Fullerton,97.0,302,105.6,191,262,0.034,-8.56,1168.0
2017,Cornell,99.8,258,108.5,248,263,-0.032,-8.68,1165.0
2017,Oregon St.,97.0,303,105.9,194,264,-0.067,-8.88,1333.0
2017,Robert Morris,91.6,342,100.5,90,265,0.032,-8.88,1352.0
2017,Fairleigh Dickinson,103.0,200,111.9,305,266,-0.051,-8.94,1192.0
2017,Hawaii,97.0,304,106.0,199,267,-0.012,-9.04,1218.0
2017,Appalachian St.,99.6,262,108.7,250,268,-0.039,-9.11,1111.0
2017,Colgate,98.5,280,107.7,227,269,-0.013000000000000001,-9.13,1159.0
2017,High Point,99.0,270,108.1,241,270,-0.004,-9.17,1219.0
2017,Jacksonville,102.6,211,111.8,304,271,0.017,-9.23,1239.0
2017,Florida Atlantic,98.7,279,108.0,237,272,-0.036000000000000004,-9.3,1194.0
2017,Saint Louis,95.5,323,104.8,177,273,0.08199999999999999,-9.35,1387.0
2017,Eastern Kentucky,98.4,283,107.9,233,274,0.015,-9.47,1184.0
2017,Seattle,95.6,320,105.3,184,275,-0.023,-9.64,1370.0
2017,FIU,102.9,203,112.6,314,276,-0.171,-9.64,1198.0
2017,Brown,104.2,177,114.0,325,277,0.017,-9.8,1135.0
2017,Portland,98.8,276,108.8,252,278,0.011000000000000001,-9.96,1339.0
2017,Miami OH,95.9,318,106.0,195,279,0.052000000000000005,-10.09,1275.0
2017,Bryant,101.7,224,112.1,306,280,-0.013999999999999999,-10.35,1136.0
2017,Alcorn St.,95.5,322,105.8,193,281,0.048,-10.36,1108.0
2017,NJIT,98.7,277,109.1,261,282,0.028999999999999998,-10.38,1312.0
2017,Youngstown St.,102.5,213,113.0,318,283,0.077,-10.5,1464.0
2017,Northern Colorado,96.5,311,107.1,221,284,-0.026000000000000002,-10.6,1294.0
2017,Cal St. Northridge,104.0,181,114.6,333,285,-0.032,-10.62,1169.0
2017,The Citadel,105.6,147,116.4,340,286,0.023,-10.74,1154.0
2017,Manhattan,96.9,306,107.7,229,287,-0.0,-10.85,1264.0
2017,Austin Peay,106.1,143,117.1,342,288,0.04,-11.07,1122.0
2017,Delaware,97.4,298,108.5,247,289,0.08900000000000001,-11.08,1174.0
2017,South Florida,96.5,310,107.7,228,290,-0.021,-11.15,1378.0
2017,Campbell,99.4,265,110.7,294,291,0.035,-11.37,1144.0
2017,UMass Lowell,104.3,174,115.7,337,292,-0.036000000000000004,-11.38,1262.0
2017,Northwestern St.,101.0,235,112.5,312,293,0.027999999999999997,-11.44,1322.0
2017,Sacramento St.,100.9,241,112.4,310,294,0.045,-11.49,1170.0
2017,Quinnipiac,101.3,228,113.0,317,295,0.027000000000000003,-11.69,1346.0
2017,Radford,96.2,315,107.9,235,296,0.06,-11.71,1347.0
2017,Western Illinois,97.1,301,108.8,254,297,-0.035,-11.75,1442.0
2017,Norfolk St.,93.9,330,105.6,192,298,0.077,-11.76,1313.0
2017,Pepperdine,102.1,218,114.1,326,299,0.026000000000000002,-11.99,1337.0
2017,Abilene Christian,96.8,308,108.8,253,300,0.049,-12.05,1101.0
2017,Sacred Heart,97.6,296,109.8,277,301,0.018000000000000002,-12.22,1357.0
2017,Detroit,102.2,217,114.5,330,302,0.016,-12.33,1178.0
2017,Incarnate Word,101.6,225,114.3,329,303,0.032,-12.77,1230.0
2017,UT Rio Grande Valley,100.3,248,113.2,320,304,-0.037000000000000005,-12.92,
2017,Dartmouth,99.3,267,112.2,309,305,0.032,-12.97,1171.0
2017,Hampton,93.7,333,106.9,215,306,0.022000000000000002,-13.18,1214.0
2017,Cal Poly,99.9,256,113.1,319,307,0.013000000000000001,-13.2,1142.0
2017,American,94.9,328,108.2,242,308,-0.017,-13.3,1110.0
2017,Charleston Southern,103.3,193,116.7,341,309,0.006999999999999999,-13.41,1149.0
2017,Prairie View A&M;,98.0,289,111.5,303,310,-0.017,-13.46,1341.0
2017,Central Arkansas,104.0,180,117.5,344,311,-0.013999999999999999,-13.5,1146.0
2017,Binghamton,96.2,314,109.9,279,312,-0.009000000000000001,-13.67,1127.0
2017,Nicholls St.,100.5,247,114.2,328,313,0.08900000000000001,-13.74,1311.0
2017,UC Riverside,92.1,339,106.0,198,314,-0.055,-13.88,1415.0
2017,Savannah St.,100.6,246,114.5,331,315,0.054000000000000006,-13.89,1366.0
2017,Marist,100.7,245,114.6,332,316,0.013000000000000001,-13.9,1265.0
2017,McNeese St.,96.1,317,110.2,288,317,-0.057,-14.07,1270.0
2017,SIU Edwardsville,95.0,327,109.1,264,318,-0.040999999999999995,-14.14,1188.0
2017,Stetson,100.9,238,115.2,334,319,-0.002,-14.28,1391.0
2017,North Texas,96.3,313,110.8,296,320,-0.08,-14.52,1317.0
2017,Maryland Eastern Shore,97.9,291,112.6,313,321,0.039,-14.62,1271.0
2017,Western Carolina,90.2,348,104.9,182,322,0.027000000000000003,-14.75,1441.0
2017,Morgan St.,91.2,344,106.6,211,323,0.038,-15.34,1288.0
2017,Southern Miss,93.0,334,108.4,246,324,-0.032,-15.46,1379.0
2017,Southern,98.2,287,113.7,323,325,0.038,-15.58,1380.0
2017,Northern Arizona,95.0,326,110.7,292,326,-0.016,-15.64,1319.0
2017,VMI,97.7,295,113.7,322,327,-0.034,-16.02,1440.0
2017,Grambling St.,96.6,309,112.7,316,328,0.049,-16.06,1212.0
2017,Jackson St.,92.8,336,108.9,257,329,0.032,-16.18,1238.0
2017,Lafayette,96.2,316,113.4,321,330,0.059000000000000004,-17.25,1248.0
2017,UC Santa Barbara,91.3,343,109.5,270,331,0.009000000000000001,-18.17,1364.0
2017,Hartford,92.6,337,110.9,298,332,0.073,-18.24,1216.0
2017,Idaho St.,97.7,294,116.0,338,333,-0.053,-18.25,1226.0
2017,Southern Utah,101.2,233,119.8,349,334,-0.013999999999999999,-18.59,1381.0
2017,South Carolina St.,99.1,268,118.4,348,335,0.067,-19.23,1354.0
2017,Chicago St.,92.0,340,111.3,302,336,-0.009000000000000001,-19.37,1152.0
2017,Maine,91.2,345,110.6,291,337,0.005,-19.47,1263.0
2017,Howard,90.6,347,110.1,286,338,-0.022000000000000002,-19.56,1224.0
2017,Delaware St.,94.3,329,114.1,327,339,0.006999999999999999,-19.86,1175.0
2017,Bethune Cookman,95.1,325,115.3,335,340,-0.011000000000000001,-20.21,1126.0
2017,Central Connecticut,92.9,335,113.9,324,341,-0.023,-21.05,1148.0
2017,Alabama St.,91.1,346,112.7,315,342,-0.006999999999999999,-21.56,1106.0
2017,Coppin St.,93.7,331,115.4,336,343,0.002,-21.75,1164.0
2017,Florida A&M;,93.7,332,116.0,339,344,-0.085,-22.33,1197.0
2017,Mississippi Valley St.,95.8,319,118.3,347,345,0.025,-22.44,1290.0
2017,St. Francis NY,87.8,350,112.1,307,346,-0.037000000000000005,-24.29,1383.0
2017,Longwood,92.2,338,117.3,343,347,0.017,-25.13,1255.0
2017,Arkansas Pine Bluff,85.7,351,110.9,297,348,-0.01,-25.19,1115.0
2017,North Carolina A&T;,95.6,321,123.0,351,349,-0.086,-27.48,1299.0
2017,Presbyterian,88.9,349,118.1,346,350,0.018000000000000002,-29.24,1342.0
2017,Alabama A&M;,91.6,341,121.9,350,351,-0.075,-30.22,1105.0
2018,Virginia,116.4,21,84.3,1,1,0.032,32.15,1438.0
2018,Villanova,127.4,1,95.9,23,2,-0.018000000000000002,31.43,1437.0
2018,Duke,122.5,3,93.4,7,3,-0.028999999999999998,29.14,1181.0
2018,Cincinnati,113.6,49,86.4,2,4,-0.015,27.2,1153.0
2018,Purdue,123.2,2,96.5,29,5,0.003,26.68,1345.0
2018,Michigan St.,119.9,9,93.6,9,6,0.048,26.35,1277.0
2018,North Carolina,121.9,4,96.8,34,7,-0.019,25.05,1314.0
2018,Gonzaga,119.8,12,95.0,17,8,-0.006,24.74,1211.0
2018,Kansas,120.9,6,97.6,45,9,0.06,23.23,1242.0
2018,Michigan,115.8,29,92.6,5,10,0.037000000000000005,23.19,1276.0
2018,Tennessee,114.3,41,91.8,3,11,0.053,22.5,1397.0
2018,Texas Tech,114.0,46,92.0,4,12,-0.021,21.94,1403.0
2018,West Virginia,119.1,14,97.3,39,13,-0.009000000000000001,21.76,1452.0
2018,Xavier,120.7,7,99.0,59,14,0.109,21.7,1462.0
2018,Ohio St.,116.1,26,95.0,16,15,0.027000000000000003,21.11,1326.0
2018,Auburn,118.2,16,97.5,43,16,-0.012,20.63,1120.0
2018,Houston,116.0,28,95.7,19,17,0.008,20.35,1222.0
2018,Clemson,113.7,48,93.4,8,18,0.004,20.27,1155.0
2018,Kentucky,115.6,32,95.5,18,19,-0.006999999999999999,20.07,1246.0
2018,Wichita St.,121.8,5,101.7,106,20,-0.015,20.06,1455.0
2018,Arizona,118.9,15,99.6,71,21,0.025,19.37,1112.0
2018,TCU,120.6,8,101.6,104,22,-0.057999999999999996,18.92,1395.0
2018,Florida,115.1,37,96.4,25,23,-0.049,18.71,1196.0
2018,Nevada,119.8,10,101.6,103,24,-0.027999999999999997,18.18,1305.0
2018,Butler,115.7,31,97.8,47,25,-0.037000000000000005,17.87,1139.0
2018,Seton Hall,116.2,25,98.9,58,26,-0.02,17.34,1371.0
2018,Creighton,116.4,22,99.1,62,27,-0.018000000000000002,17.3,1166.0
2018,Saint Mary's,119.8,11,102.6,119,28,-0.003,17.16,1388.0
2018,Penn St.,113.0,57,95.9,22,29,-0.078,17.1,1336.0
2018,Texas A&M;,111.2,71,94.3,12,30,-0.006999999999999999,16.9,1401.0
2018,Notre Dame,116.0,27,99.2,64,31,-0.055,16.82,1323.0
2018,Virginia Tech,115.0,39,98.3,54,32,-0.003,16.63,1439.0
2018,Louisville,113.1,55,96.5,27,33,-0.02,16.58,1257.0
2018,Baylor,111.1,72,95.0,15,34,-0.068,16.16,1124.0
2018,Florida St.,115.8,30,99.9,76,35,-0.032,15.82,1199.0
2018,Miami FL,113.2,54,97.5,44,36,0.034,15.71,1274.0
2018,Arkansas,117.3,19,101.6,105,37,0.062,15.64,1116.0
2018,Missouri,113.2,53,97.8,46,38,-0.021,15.46,1281.0
2018,Texas,109.3,94,93.8,10,39,-0.018000000000000002,15.46,1400.0
2018,USC,115.3,36,100.0,78,40,-0.013999999999999999,15.29,1425.0
2018,North Carolina St.,116.4,23,101.2,100,41,0.006999999999999999,15.15,1301.0
2018,Loyola Chicago,111.3,68,96.1,24,42,0.057999999999999996,15.14,1260.0
2018,Davidson,118.1,17,103.2,129,43,-0.065,14.86,1172.0
2018,Kansas St.,112.1,60,97.4,40,44,0.055999999999999994,14.75,1243.0
2018,Arizona St.,117.6,18,102.9,123,45,-0.07200000000000001,14.71,1113.0
2018,Maryland,114.0,44,99.4,69,46,-0.046,14.67,1268.0
2018,Oklahoma,115.1,38,100.6,83,47,0.005,14.42,1328.0
2018,Rhode Island,112.4,59,98.0,51,48,0.055999999999999994,14.42,1348.0
2018,UCLA,116.4,24,102.0,109,49,-0.019,14.38,1417.0
2018,San Diego St.,111.2,69,97.1,36,50,-0.015,14.15,1361.0
2018,Alabama,108.4,114,94.6,13,51,0.0,13.83,1104.0
2018,Middle Tennessee,110.4,79,96.6,31,52,-0.0,13.78,1292.0
2018,Marquette,119.3,13,105.5,176,53,0.018000000000000002,13.75,1266.0
2018,Syracuse,107.6,128,94.0,11,54,0.006999999999999999,13.6,1393.0
2018,New Mexico St.,108.4,116,94.8,14,55,0.032,13.56,1308.0
2018,Oklahoma St.,112.1,62,98.6,55,56,-0.006999999999999999,13.48,1329.0
2018,Nebraska,110.9,75,97.5,42,57,0.066,13.43,1304.0
2018,Boise St.,110.6,77,97.4,41,58,0.011000000000000001,13.13,1129.0
2018,Murray St.,113.1,56,100.4,82,59,-0.013000000000000001,12.69,1293.0
2018,Western Kentucky,113.6,51,101.0,95,60,-0.006,12.55,1443.0
2018,LSU,115.6,34,103.1,127,61,-0.03,12.46,1261.0
2018,Mississippi St.,109.6,91,97.2,37,62,0.028999999999999998,12.38,1280.0
2018,Providence,108.8,103,96.9,35,63,0.08800000000000001,11.92,1344.0
2018,Georgia,107.8,126,95.9,21,64,0.01,11.91,1208.0
2018,Utah,111.8,65,99.9,75,65,0.015,11.88,1428.0
2018,Louisiana Lafayette,113.4,52,102.0,110,66,0.045,11.41,1418.0
2018,South Dakota,110.1,83,98.7,56,67,-0.047,11.35,1377.0
2018,Old Dominion,108.6,107,97.3,38,68,0.040999999999999995,11.33,1330.0
2018,St. Bonaventure,112.1,61,100.9,92,69,0.077,11.19,1382.0
2018,BYU,109.0,100,98.0,50,70,0.021,10.98,1140.0
2018,Montana,110.1,82,99.3,65,71,-0.005,10.8,1285.0
2018,Vermont,114.1,43,103.3,130,72,-0.051,10.74,1436.0
2018,Boston College,113.8,47,103.0,125,73,0.005,10.72,1130.0
2018,Wisconsin,110.0,85,99.4,68,74,-0.068,10.62,1458.0
2018,South Dakota St.,114.6,40,104.0,148,75,0.111,10.59,1355.0
2018,Oregon,110.8,76,100.2,80,76,0.01,10.57,1332.0
2018,Buffalo,114.2,42,103.7,138,77,-0.005,10.5,1138.0
2018,Indiana,109.7,90,99.3,66,78,-0.025,10.4,1231.0
2018,Fresno St.,110.0,84,99.8,74,79,-0.057,10.2,1201.0
2018,St. John's,106.6,143,96.5,28,80,-0.016,10.09,1385.0
2018,South Carolina,105.8,158,95.8,20,81,0.003,10.0,1376.0
2018,UNC Greensboro,105.6,165,96.5,30,82,-0.011000000000000001,9.06,1422.0
2018,Belmont,112.9,58,103.9,145,83,-0.004,9.02,1125.0
2018,Stanford,108.4,115,99.6,72,84,0.013999999999999999,8.79,1390.0
2018,SMU,109.8,88,101.0,94,85,-0.102,8.79,1374.0
2018,Temple,109.0,101,100.7,85,86,0.039,8.29,1396.0
2018,Northwestern,109.2,98,100.9,93,87,-0.068,8.27,1321.0
2018,Vanderbilt,115.6,33,107.5,219,88,-0.08,8.08,1435.0
2018,Wake Forest,111.1,73,103.0,124,89,-0.12,8.01,1448.0
2018,Iowa,116.6,20,108.7,243,90,-0.09,7.93,1234.0
2018,Utah Valley,111.0,74,103.1,126,91,0.006999999999999999,7.91,1430.0
2018,East Tennessee St.,105.5,166,98.0,52,92,-0.0,7.52,1190.0
2018,Furman,109.3,97,101.8,107,93,-0.005,7.43,1202.0
2018,Oregon St.,108.8,104,101.4,101,94,-0.083,7.38,1333.0
2018,Northern Kentucky,108.1,119,100.8,90,95,-0.065,7.3,1297.0
2018,Northeastern,107.9,122,100.7,87,96,0.03,7.17,1318.0
2018,Washington,106.2,152,99.2,63,97,0.08,7.01,1449.0
2018,Georgetown,109.7,89,102.8,122,98,-0.046,6.95,1207.0
2018,Bucknell,109.1,99,102.3,113,99,0.02,6.81,1137.0
2018,DePaul,104.7,183,97.9,48,100,-0.10300000000000001,6.74,1177.0
2018,New Mexico,113.6,50,107.0,208,101,-0.022000000000000002,6.66,1307.0
2018,Georgia St.,108.7,106,102.0,111,102,-0.024,6.65,1209.0
2018,Illinois,109.8,87,103.2,128,103,-0.09300000000000001,6.58,1228.0
2018,Iowa St.,110.1,81,103.5,132,104,-0.009000000000000001,6.58,1235.0
2018,Mississippi,111.5,67,104.9,163,105,-0.053,6.53,1279.0
2018,UNLV,111.7,66,105.2,169,106,-0.012,6.52,1424.0
2018,Tulsa,108.5,112,102.3,114,107,0.028999999999999998,6.17,1409.0
2018,Northern Colorado,107.3,134,101.2,98,108,-0.044000000000000004,6.12,1294.0
2018,UCF,99.1,279,93.3,6,109,0.062,5.8,1416.0
2018,Colorado,105.3,169,99.7,73,110,0.068,5.68,1160.0
2018,Stephen F. Austin,104.9,177,99.4,67,111,0.037000000000000005,5.56,1372.0
2018,Grand Canyon,102.3,227,96.8,33,112,-0.055,5.5,1213.0
2018,UAB,109.5,92,104.0,151,113,-0.047,5.47,1412.0
2018,Marshall,109.3,96,103.9,144,114,0.04,5.39,1267.0
2018,Wyoming,105.8,157,100.7,89,115,0.068,5.12,1461.0
2018,Georgia Tech,103.9,193,98.9,57,116,-0.022000000000000002,5.04,1210.0
2018,Saint Joseph's,105.7,163,100.6,84,117,-0.052000000000000005,5.01,1386.0
2018,Minnesota,108.9,102,103.9,146,118,-0.02,5.0,1278.0
2018,Toledo,114.0,45,109.1,255,119,0.049,4.94,1405.0
2018,College of Charleston,109.8,86,105.1,165,120,0.049,4.74,1158.0
2018,UC Santa Barbara,111.8,64,107.2,210,121,0.034,4.69,1364.0
2018,Missouri St.,108.4,113,103.9,142,122,-0.046,4.59,1283.0
2018,Northern Iowa,103.3,210,99.0,60,123,-0.032,4.29,1320.0
2018,UT Arlington,106.1,154,102.1,112,124,0.011000000000000001,3.97,1426.0
2018,San Diego,104.0,192,100.0,77,125,-0.02,3.97,1360.0
2018,Bradley,104.5,187,100.7,86,126,0.042,3.78,1133.0
2018,Penn,103.2,212,99.4,70,127,0.07,3.77,1335.0
2018,Idaho,109.5,93,105.7,181,128,0.039,3.72,1225.0
2018,UC Davis,104.7,184,101.1,96,129,0.045,3.6,1413.0
2018,Canisius,107.7,127,104.3,153,130,-0.019,3.47,1145.0
2018,Eastern Washington,108.3,117,104.8,161,131,-0.006999999999999999,3.45,1186.0
2018,Florida Gulf Coast,108.2,118,104.8,159,132,-0.054000000000000006,3.44,1195.0
2018,Rutgers,99.4,272,96.4,26,133,-0.043,2.95,1353.0
2018,Iona,110.2,80,107.3,212,134,-0.022000000000000002,2.87,1233.0
2018,Wright St.,101.0,248,98.2,53,135,0.055999999999999994,2.82,1460.0
2018,Southern Illinois,106.3,148,103.6,136,136,0.073,2.67,1356.0
2018,Utah St.,107.5,132,104.8,162,137,-0.013999999999999999,2.66,1429.0
2018,Evansville,99.4,271,96.8,32,138,0.015,2.66,1191.0
2018,Rider,109.3,95,106.8,198,139,0.095,2.51,1351.0
2018,UC Irvine,100.5,253,98.0,49,140,-0.025,2.5,1414.0
2018,VCU,106.3,149,104.0,149,141,0.015,2.3,1433.0
2018,San Francisco,103.1,216,100.8,91,142,0.043,2.25,1362.0
2018,Indiana St.,104.7,182,102.5,117,143,-0.09699999999999999,2.24,1232.0
2018,Illinois St.,105.7,159,103.6,134,144,0.11599999999999999,2.12,1229.0
2018,Saint Louis,102.3,229,100.2,79,145,0.003,2.11,1387.0
2018,Eastern Michigan,103.3,209,101.2,99,146,0.004,2.09,1185.0
2018,Harvard,101.0,247,99.0,61,147,0.013999999999999999,2.04,1217.0
2018,Mercer,112.0,63,110.1,272,148,-0.069,1.87,1273.0
2018,Jacksonville St.,102.1,231,100.3,81,149,-0.026000000000000002,1.81,1240.0
2018,Georgia Southern,106.2,151,104.5,157,150,0.015,1.75,1204.0
2018,Valparaiso,103.2,214,101.5,102,151,-0.053,1.63,1434.0
2018,Albany,107.2,136,105.8,185,152,0.006999999999999999,1.43,1107.0
2018,Cal St. Fullerton,104.9,176,103.6,135,153,0.08900000000000001,1.31,1168.0
2018,Drake,106.7,141,105.5,174,154,0.013999999999999999,1.24,1179.0
2018,Louisiana Tech,106.9,140,105.7,179,155,-0.067,1.21,1256.0
2018,Fort Wayne,107.6,129,106.4,193,156,-0.062,1.16,1236.0
2018,Wofford,108.6,108,107.5,220,157,0.057999999999999996,1.11,1459.0
2018,La Salle,105.0,175,104.0,150,158,-0.07200000000000001,1.05,1247.0
2018,Weber St.,107.0,139,106.0,187,159,0.037000000000000005,1.03,1451.0
2018,Towson,106.1,153,105.1,167,160,-0.07,1.02,1406.0
2018,Memphis,107.8,125,106.9,201,161,0.135,0.96,1272.0
2018,Hofstra,111.2,70,110.4,280,162,0.062,0.81,1220.0
2018,Winthrop,106.3,150,105.5,175,163,-0.037000000000000005,0.76,1457.0
2018,Portland St.,108.6,110,107.8,227,164,0.036000000000000004,0.74,1340.0
2018,Lipscomb,103.8,196,103.4,131,165,0.114,0.38,1252.0
2018,Pacific,107.2,137,106.9,205,166,-0.016,0.25,1334.0
2018,Tulane,107.1,138,106.9,204,167,-0.018000000000000002,0.16,1408.0
2018,Dayton,108.5,111,108.5,238,168,-0.004,0.06,1173.0
2018,North Dakota St.,105.5,167,105.6,177,169,-0.078,-0.03,1295.0
2018,Radford,103.5,203,103.6,133,170,0.044000000000000004,-0.05,1347.0
2018,Wagner,103.8,195,103.9,143,171,0.069,-0.1,1447.0
2018,William & Mary,115.4,35,115.5,335,172,0.098,-0.11,1456.0
2018,Connecticut,105.2,172,105.5,173,173,0.075,-0.25,1163.0
2018,Ball St.,103.5,204,103.8,139,174,0.06,-0.31,1123.0
2018,UTSA,105.3,171,105.6,178,175,0.040999999999999995,-0.31,1427.0
2018,Troy,106.4,147,106.8,199,176,-0.065,-0.44,1407.0
2018,Central Michigan,108.0,121,108.4,236,177,-0.045,-0.46,1141.0
2018,Oakland,107.3,135,108.0,230,178,0.011000000000000001,-0.76,1324.0
2018,Richmond,107.5,130,108.3,234,179,-0.022000000000000002,-0.8,1350.0
2018,Liberty,104.7,181,105.7,180,180,-0.064,-0.95,1251.0
2018,Monmouth,103.9,194,105.0,164,181,-0.11199999999999999,-1.08,1284.0
2018,Washington St.,108.7,105,110.2,273,182,0.004,-1.44,1450.0
2018,Nicholls St.,103.5,202,105.1,168,183,0.037000000000000005,-1.6,1311.0
2018,UMBC,103.3,207,105.2,170,184,0.145,-1.91,1420.0
2018,North Texas,103.2,213,105.3,171,185,-0.04,-2.09,1317.0
2018,Long Beach St.,106.4,145,108.7,241,186,0.027000000000000003,-2.21,1253.0
2018,Western Michigan,106.5,144,108.8,249,187,0.01,-2.29,1444.0
2018,Austin Peay,105.2,174,107.5,217,188,0.065,-2.31,1122.0
2018,Seattle,104.3,189,106.6,197,189,0.055,-2.32,1370.0
2018,Southeastern Louisiana,103.3,208,105.7,182,190,0.095,-2.42,1368.0
2018,Princeton,105.6,164,108.1,231,191,-0.055,-2.45,1343.0
2018,UNC Asheville,105.7,162,108.2,232,192,0.111,-2.52,1421.0
2018,Miami OH,99.3,273,101.9,108,193,0.026000000000000002,-2.6,1275.0
2018,George Washington,103.7,199,106.4,191,194,0.036000000000000004,-2.7,1203.0
2018,Ohio,100.7,252,103.8,140,195,-0.047,-3.08,1325.0
2018,Hawaii,99.5,269,102.6,118,196,0.034,-3.13,1218.0
2018,Yale,104.0,191,107.2,211,197,0.042,-3.18,1463.0
2018,Tennessee St.,97.8,307,101.1,97,198,0.016,-3.37,1398.0
2018,Niagara,110.5,78,114.0,324,199,0.09300000000000001,-3.51,1310.0
2018,Duquesne,104.8,178,108.4,235,200,-0.059000000000000004,-3.56,1182.0
2018,Central Arkansas,106.0,155,109.6,266,201,-0.013999999999999999,-3.63,1146.0
2018,Lamar,102.1,233,105.7,183,202,-0.051,-3.66,1249.0
2018,Illinois Chicago,100.8,249,104.5,156,203,-0.013000000000000001,-3.67,1227.0
2018,St. Francis PA,107.4,133,111.1,295,204,0.04,-3.71,1384.0
2018,Milwaukee,100.1,256,103.8,141,205,-0.023,-3.75,1454.0
2018,Denver,103.0,217,106.9,202,206,0.026000000000000002,-3.82,1176.0
2018,Appalachian St.,103.7,198,107.7,224,207,-0.026000000000000002,-4.02,1111.0
2018,Massachusetts,106.6,142,110.7,285,208,-0.013000000000000001,-4.05,1269.0
2018,Coastal Carolina,102.0,235,106.1,188,209,-0.052000000000000005,-4.06,1157.0
2018,Colgate,105.3,170,109.4,259,210,0.044000000000000004,-4.11,1159.0
2018,Fairfield,102.3,225,106.5,195,211,0.051,-4.21,1193.0
2018,Sam Houston St.,102.1,234,106.6,196,212,0.025,-4.53,1358.0
2018,Kent St.,102.3,226,107.0,206,213,0.066,-4.63,1245.0
2018,Hartford,102.6,220,107.4,214,214,0.068,-4.81,1216.0
2018,Saint Peter's,95.9,323,100.7,88,215,-0.037000000000000005,-4.83,1389.0
2018,Manhattan,99.6,266,104.4,155,216,-0.006999999999999999,-4.84,1264.0
2018,Southern Miss,105.7,160,110.6,283,217,0.037000000000000005,-4.89,1379.0
2018,Tennessee Tech,98.8,288,103.9,147,218,0.11800000000000001,-5.14,1399.0
2018,George Mason,102.3,224,107.5,218,219,0.11699999999999999,-5.17,1206.0
2018,South Alabama,97.1,310,102.5,116,220,-0.033,-5.33,1375.0
2018,Loyola Marymount,107.8,124,113.3,319,221,0.012,-5.46,1258.0
2018,Idaho St.,103.6,201,109.0,254,222,-0.005,-5.47,1226.0
2018,Louisiana Monroe,101.0,246,106.5,194,223,0.047,-5.49,1419.0
2018,Stony Brook,96.9,314,102.4,115,224,0.009000000000000001,-5.53,1392.0
2018,Colorado St.,102.9,218,108.5,237,225,0.037000000000000005,-5.55,1161.0
2018,Pittsburgh,99.2,276,104.8,160,226,0.006999999999999999,-5.6,1338.0
2018,Campbell,104.6,185,110.3,278,227,-0.069,-5.66,1144.0
2018,Texas St.,100.1,258,105.7,184,228,0.003,-5.69,1402.0
2018,Navy,98.9,285,104.6,158,229,0.095,-5.76,1298.0
2018,Oral Roberts,106.4,146,112.3,309,230,-0.033,-5.91,1331.0
